Location,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Description,Weapon_Used_Code,Status,Status_Description,Crime_Category
FIGUEROA ST,33.9747,-118.2827,4/14/2020 0:00,4/14/2020 0:00,1215,12,77th Street,1249,2,0,X,X,"VEHICLE, PASSENGER/TRUCK",500,IC,Invest Cont,Violent Crimes
100 W 53RD ST,33.9943,-118.2739,4/14/2020 0:00,4/14/2020 0:00,1000,13,Newton,1371,1,23,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Property Crimes
WESTERN AV,34.0653,-118.3091,4/14/2020 0:00,4/14/2020 0:00,2015,20,Olympic,2022,1,62,M,A,ELEVATOR,400,AA,Adult Arrest,Violent Crimes
300 S SANTA FE AV,34.042,-118.2326,4/14/2020 0:00,4/14/2020 0:00,2100,1,Central,139,2,24,F,H,OTHER PREMISE,400,AO,Adult Other,Violent Crimes
1300 LAGOON AV,33.7889,-118.2678,4/14/2020 0:00,4/14/2020 0:00,930,5,Harbor,516,2,23,F,H,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
6600 CRENSHAW BL,33.9797,-118.3309,4/14/2020 0:00,4/14/2020 0:00,1030,12,77th Street,1241,1,20,M,H,SIDEWALK,400,IC,Invest Cont,Property Crimes
LANKERSHIM BL,34.2157,-118.3878,4/14/2020 0:00,4/14/2020 0:00,810,16,Foothill,1684,2,37,M,W,STREET,400,AA,Adult Arrest,Violent Crimes
1000 GRAND VIEW ST,34.0527,-118.282,4/14/2020 0:00,4/14/2020 0:00,1440,2,Rampart,271,2,31,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
21400 VICTORY BL,34.1884,-118.5975,4/14/2020 0:00,4/14/2020 0:00,1815,21,Topanga,2156,2,41,M,H,CREDIT UNION,400,AO,Adult Other,Violent Crimes
12400 WAGNER ST,33.9903,-118.42,4/14/2020 0:00,4/14/2020 0:00,1510,14,Pacific,1455,2,47,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
FLORENCE AV,33.9745,-118.3309,4/14/2020 0:00,4/14/2020 0:00,1330,12,77th Street,1251,2,55,M,B,SIDEWALK,400,IC,Invest Cont,Violent Crimes
19900 VANOWEN ST,34.1938,-118.5666,4/14/2020 0:00,4/14/2020 0:00,2150,21,Topanga,2149,2,62,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
4000 MUIRFIELD RD,34.0132,-118.3457,4/14/2020 0:00,4/14/2020 0:00,1000,3,Southwest,363,2,28,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Property Crimes
10300 ZELZAH AV,34.2576,-118.5233,4/14/2020 0:00,4/14/2020 0:00,40,17,Devonshire,1745,2,23,M,O,SINGLE FAMILY DWELLING,400,JO,Juv Other,Violent Crimes
UNION,34.0416,-118.2791,4/14/2020 0:00,4/14/2020 0:00,1115,2,Rampart,299,2,26,F,H,STREET,500,IC,Invest Cont,Violent Crimes
11200 DANUBE AV,34.2742,-118.4749,4/14/2020 0:00,4/14/2020 0:00,1740,17,Devonshire,1718,1,0,X,X,ELEMENTARY SCHOOL,500,IC,Invest Cont,Property Crimes
700 N MANHATTAN PL,34.0835,-118.3103,4/15/2020 0:00,4/9/2020 0:00,1530,6,Hollywood,677,2,23,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,AO,Adult Other,Violent Crimes
RINALDI,34.2793,-118.4978,4/15/2020 0:00,4/13/2020 0:00,700,17,Devonshire,1708,2,33,F,W,STREET,400,IC,Invest Cont,Violent Crimes
4800 LAUREL CANYON BL,34.1613,-118.4008,4/15/2020 0:00,4/14/2020 0:00,2300,15,N Hollywood,1544,1,64,M,H,GAS STATION,511,IC,Invest Cont,Violent Crimes
3000 CAVENDISH DR,34.0375,-118.4055,4/15/2020 0:00,4/14/2020 0:00,1700,8,West LA,895,1,52,M,W,CONSTRUCTION SITE,500,IC,Invest Cont,Property Crimes
3900 MEIER ST,33.997,-118.4371,4/15/2020 0:00,4/14/2020 0:00,1140,14,Pacific,1445,2,60,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,AO,Adult Other,Violent Crimes
6200 KESTER AV,34.1839,-118.4605,4/15/2020 0:00,4/14/2020 0:00,1400,9,Van Nuys,932,2,71,M,W,STREET,400,AO,Adult Other,Violent Crimes
600 W CENTURY BL,33.9455,-118.2848,4/15/2020 0:00,4/15/2020 0:00,1900,18,Southeast,1821,2,19,F,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
SANTA MONICA,34.0442,-118.455,4/15/2020 0:00,4/15/2020 0:00,1710,8,West LA,852,2,28,M,H,STREET,400,IC,Invest Cont,Violent Crimes
14800 BURBANK BL,34.1721,-118.4553,4/15/2020 0:00,4/15/2020 0:00,2123,9,Van Nuys,952,2,31,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
100 W 108TH ST,33.9383,-118.2739,4/15/2020 0:00,4/15/2020 0:00,730,18,Southeast,1842,2,24,F,B,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
6500 GAVIOTA AV,34.1888,-118.4815,4/15/2020 0:00,4/15/2020 0:00,1900,10,West Valley,1039,2,46,F,W,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
TROOST AV,34.1903,-118.3866,4/15/2020 0:00,4/15/2020 0:00,1530,15,N Hollywood,1516,1,17,F,H,SIDEWALK,400,AA,Adult Arrest,Violent Crimes
FORMOSA,34.0944,-118.3462,4/15/2020 0:00,4/15/2020 0:00,150,6,Hollywood,644,1,42,M,W,HOTEL,400,AA,Adult Arrest,Property Crimes
LINCOLN BL,33.9905,-118.4478,4/15/2020 0:00,4/15/2020 0:00,1715,14,Pacific,1444,2,70,M,W,SIDEWALK,500,IC,Invest Cont,Violent Crimes
54TH ST,33.9933,-118.2652,4/15/2020 0:00,4/15/2020 0:00,1730,13,Newton,1373,2,20,M,H,STREET,400,IC,Invest Cont,Violent Crimes
7500 MCGROARTY ST,34.252,-118.2955,4/15/2020 0:00,4/15/2020 0:00,100,16,Foothill,1668,1,25,M,W,PARK/PLAYGROUND,400,IC,Invest Cont,Property Crimes
1600 W 71ST ST,33.9754,-118.3068,4/15/2020 0:00,4/15/2020 0:00,40,12,77th Street,1243,2,44,F,B,STREET,400,AO,Adult Other,Violent Crimes
18000 DEVONSHIRE ST,34.2611,-118.5158,4/15/2020 0:00,4/15/2020 0:00,2245,17,Devonshire,1745,1,25,M,H,PARKING LOT,200,IC,Invest Cont,Property Crimes
5600 W IMPERIAL HY,33.9318,-118.3952,4/16/2020 0:00,4/12/2020 0:00,1000,14,Pacific,1494,2,37,M,H,YARD (RESIDENTIAL/BUSINESS),511,AO,Adult Other,Crimes against Public Order
STANFORD,34.0408,-118.2428,4/16/2020 0:00,4/15/2020 0:00,1915,1,Central,157,1,64,F,W,SIDEWALK,308,AA,Adult Arrest,Violent Crimes
4100 MERCURY AV,34.085,-118.1962,4/16/2020 0:00,4/15/2020 0:00,1700,4,Hollenbeck,416,1,34,M,H,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
LA SALLE AV,33.9455,-118.3057,4/16/2020 0:00,4/15/2020 0:00,2030,12,77th Street,1283,2,58,F,B,STREET,400,IC,Invest Cont,Violent Crimes
ANAHEIM,33.779,-118.2795,4/16/2020 0:00,4/15/2020 0:00,2350,5,Harbor,523,1,36,M,H,STREET,102,AO,Adult Other,Violent Crimes
15200 KITTRIDGE ST,34.1903,-118.464,4/16/2020 0:00,4/15/2020 0:00,1630,9,Van Nuys,923,1,0,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,AO,Adult Other,Violent Crimes
13600 SUNBURST ST,34.241,-118.4296,4/16/2020 0:00,4/16/2020 0:00,1645,19,Mission,1967,2,46,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
9800 BANDERA ST,33.9473,-118.2396,4/16/2020 0:00,4/16/2020 0:00,1930,18,Southeast,1827,1,24,M,X,STREET,109,IC,Invest Cont,Violent Crimes
7TH,34.0446,-118.2507,4/16/2020 0:00,4/16/2020 0:00,1650,1,Central,164,2,24,M,W,ALLEY,400,IC,Invest Cont,Violent Crimes
WALL ST,33.9601,-118.2717,4/16/2020 0:00,4/16/2020 0:00,725,12,77th Street,1268,2,31,F,B,STREET,400,IC,Invest Cont,Violent Crimes
5200 W SUNSET BL,34.0981,-118.3038,4/16/2020 0:00,4/16/2020 0:00,1700,6,Hollywood,659,1,58,M,A,PARKING LOT,512,AO,Adult Other,Violent Crimes
11500 SANTA MONICA BL,34.0456,-118.4519,4/16/2020 0:00,4/16/2020 0:00,1415,8,West LA,853,2,50,M,W,PARKING LOT,400,AA,Adult Arrest,Crimes against Public Order
SEPULVEDA,34.2355,-118.4676,4/16/2020 0:00,4/16/2020 0:00,1135,19,Mission,1971,2,38,M,W,SIDEWALK,400,IC,Invest Cont,Violent Crimes
20000 VENTURA BL,34.1719,-118.5684,4/16/2020 0:00,4/16/2020 0:00,310,21,Topanga,2189,1,39,M,W,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",400,IC,Invest Cont,Property Crimes
1500 N SERRANO AV,34.0981,-118.3071,4/16/2020 0:00,4/16/2020 0:00,2045,6,Hollywood,649,2,43,F,W,SINGLE FAMILY DWELLING,500,IC,Invest Cont,Violent Crimes
7200 DE CELIS PL,34.2012,-118.4946,4/16/2020 0:00,4/16/2020 0:00,10,10,West Valley,1008,2,52,F,W,STREET,511,IC,Invest Cont,Violent Crimes
200 W 109TH ST,33.9374,-118.2762,4/16/2020 0:00,4/16/2020 0:00,1130,18,Southeast,1842,2,33,F,B,SINGLE FAMILY DWELLING,511,AA,Adult Arrest,Crimes against Public Order
9200 N SEPULVEDA BL,34.2427,-118.4702,4/16/2020 0:00,4/16/2020 0:00,2240,19,Mission,1961,1,23,M,H,PARKING UNDERGROUND/BUILDING,201,AA,Adult Arrest,Property Crimes
13600 SUNBURST ST,34.241,-118.4296,4/16/2020 0:00,4/16/2020 0:00,1645,19,Mission,1967,2,34,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
900 S NORMANDIE AV,34.0533,-118.3003,4/16/2022 0:00,1/1/2020 0:00,1,20,Olympic,2054,1,45,F,O,PARKING LOT,201,AO,Adult Other,Violent Crimes
17100 CEREDO PL,34.2927,-118.5053,4/17/2020 0:00,3/29/2020 0:00,335,17,Devonshire,1716,1,54,M,H,SIDEWALK,500,IC,Invest Cont,Property Crimes
1100 W 6TH ST,34.0541,-118.2621,4/17/2020 0:00,4/16/2020 0:00,2010,2,Rampart,249,2,25,F,H,MARKET,400,IC,Invest Cont,Violent Crimes
10800 GOTHIC AV,34.2664,-118.4892,4/17/2020 0:00,4/16/2020 0:00,1745,17,Devonshire,1737,1,60,M,O,SINGLE FAMILY DWELLING,500,IC,Invest Cont,Property Crimes
3500 VERDUGO RD,34.1147,-118.2349,4/17/2020 0:00,4/16/2020 0:00,1710,11,Northeast,1135,2,34,F,H,GARAGE/CARPORT,400,AO,Adult Other,Violent Crimes
FLETCHER DR,34.1181,-118.2412,4/17/2020 0:00,4/16/2020 0:00,2020,11,Northeast,1124,1,43,M,H,SIDEWALK,304,IC,Invest Cont,Violent Crimes
4900 W 20TH ST,34.0391,-118.3464,4/17/2020 0:00,4/17/2020 0:00,358,7,Wilshire,784,2,29,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
600 WORLD WAY WY,33.942,-118.4095,4/17/2020 0:00,4/17/2020 0:00,1400,14,Pacific,1494,2,25,M,O,TRANSPORTATION FACILITY (AIRPORT),511,IC,Invest Cont,Crimes against Public Order
2100 E 115TH ST,33.9305,-118.2349,4/17/2020 0:00,4/17/2020 0:00,2030,18,Southeast,1849,1,0,X,X,SIDEWALK,500,IC,Invest Cont,Violent Crimes
22500 HALLDALE AV,33.8223,-118.3015,4/17/2020 0:00,4/17/2020 0:00,1200,5,Harbor,507,2,30,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
900 W 65TH ST,33.9801,-118.2914,4/17/2020 0:00,4/17/2020 0:00,1020,12,77th Street,1248,1,67,F,B,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
SELMA,34.0997,-118.3361,4/17/2020 0:00,4/17/2020 0:00,1200,6,Hollywood,646,2,52,F,W,SIDEWALK,400,IC,Invest Cont,Property Crimes
3100 IVY ST,34.0306,-118.387,4/17/2020 0:00,4/17/2020 0:00,130,8,West LA,899,2,32,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
18400 ROSCOE BL,34.2251,-118.5372,4/17/2020 0:00,4/17/2020 0:00,1925,17,Devonshire,1794,1,0,X,X,OTHER BUSINESS,400,IC,Invest Cont,Property Crimes
4700 W PICO BL,34.0486,-118.3385,4/17/2020 0:00,4/17/2020 0:00,1340,7,Wilshire,765,1,72,F,B,PARKING LOT,400,IC,Invest Cont,Property Crimes
800 W 48TH ST,33.9997,-118.2871,4/17/2020 0:00,4/17/2020 0:00,1700,12,77th Street,1207,2,63,F,H,YARD (RESIDENTIAL/BUSINESS),400,AO,Adult Other,Violent Crimes
LASSEN,34.25,-118.4675,4/17/2020 0:00,4/17/2020 0:00,1825,19,Mission,1954,2,44,M,X,STREET,400,AA,Adult Arrest,Violent Crimes
20900 ROSCOE BL,34.2234,-118.5932,4/17/2020 0:00,4/17/2020 0:00,930,21,Topanga,2107,2,38,F,H,LAUNDROMAT,400,AO,Adult Other,Violent Crimes
1900 BEVERLY BL,34.0656,-118.2679,4/17/2020 0:00,4/17/2020 0:00,2035,2,Rampart,236,2,57,F,W,SIDEWALK,400,AO,Adult Other,Violent Crimes
400 E 89TH ST,33.9556,-118.2682,4/17/2020 0:00,4/17/2020 0:00,835,18,Southeast,1805,1,22,M,H,MISSIONS/SHELTERS,400,AA,Adult Arrest,Violent Crimes
12300 OSBORNE PL,34.2604,-118.401,4/17/2020 0:00,4/17/2020 0:00,300,16,Foothill,1654,1,28,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",305,AA,Adult Arrest,Violent Crimes
1500 S SAINT ANDREWS PL,34.0454,-118.3116,4/18/2020 0:00,4/17/2020 0:00,2330,20,Olympic,2071,2,25,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
14600 BLYTHE ST,34.2152,-118.4531,4/18/2020 0:00,4/17/2020 0:00,2145,19,Mission,1995,2,24,M,W,STREET,113,AO,Adult Other,Crimes against Public Order
100 S COMMONWEALTH AV,34.0705,-118.2856,4/18/2020 0:00,4/17/2020 0:00,1000,20,Olympic,2019,2,41,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,AA,Adult Arrest,Crimes against Public Order
6100 ELLENVIEW AV,34.1812,-118.6601,4/18/2020 0:00,4/17/2020 0:00,1745,21,Topanga,2161,2,56,M,O,SINGLE FAMILY DWELLING,511,IC,Invest Cont,Crimes against Public Order
58TH ST,33.9899,-118.3002,4/18/2020 0:00,4/18/2020 0:00,950,12,77th Street,1215,1,54,F,H,STREET,400,IC,Invest Cont,Property Crimes
1800 N NORMANDIE AV,34.1036,-118.3006,4/18/2020 0:00,4/18/2020 0:00,300,11,Northeast,1141,1,66,X,H,APARTMENT/CONDO COMMON LAUNDRY ROOM,400,IC,Invest Cont,Property Crimes
11100 ACAMA ST,34.1462,-118.3728,4/18/2020 0:00,4/18/2020 0:00,2200,15,N Hollywood,1585,2,38,M,W,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
12900 BLOOMFIELD ST,34.1493,-118.4138,4/18/2020 0:00,4/18/2020 0:00,900,15,N Hollywood,1581,1,40,M,H,SINGLE FAMILY DWELLING,306,AO,Adult Other,Violent Crimes
4100 PALMYRA RD,34.0149,-118.3436,4/18/2020 0:00,4/18/2020 0:00,2300,3,Southwest,363,2,35,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
15000 ROSCOE BL,34.2249,-118.4637,4/18/2020 0:00,4/18/2020 0:00,800,19,Mission,1983,1,46,M,H,LIQUOR STORE,102,IC,Invest Cont,Property Crimes
1800 W 85TH ST,33.9609,-118.309,4/18/2020 0:00,4/18/2020 0:00,1218,12,77th Street,1263,2,47,M,B,SINGLE FAMILY DWELLING,515,IC,Invest Cont,Crimes against Public Order
6600 LANKERSHIM BL,34.1962,-118.3911,4/18/2020 0:00,4/18/2020 0:00,1740,15,N Hollywood,1515,1,0,M,O,MINI-MART,400,AA,Adult Arrest,Property Crimes
85TH ST,33.9622,-118.285,4/18/2020 0:00,4/18/2020 0:00,520,12,77th Street,1267,1,48,F,B,STREET,400,IC,Invest Cont,Property Crimes
10200 AVALON BL,33.947,-118.2684,4/18/2020 0:00,4/18/2020 0:00,2000,18,Southeast,1823,1,42,M,B,MARKET,212,AO,Adult Other,Violent Crimes
2700 W 15TH ST,34.0455,-118.3003,4/19/2020 0:00,4/17/2020 0:00,1300,20,Olympic,2074,2,63,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,AO,Adult Other,Crimes against Public Order
14600 PARTHENIA ST,34.2268,-118.4499,4/19/2020 0:00,4/17/2020 0:00,100,19,Mission,1985,1,23,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
1300 N VERMONT AV,34.0956,-118.2918,4/19/2020 0:00,4/18/2020 0:00,1900,11,Northeast,1162,1,0,M,H,PARK/PLAYGROUND,400,AO,Adult Other,Violent Crimes
VAN NESS,33.9527,-118.3177,4/19/2020 0:00,4/18/2020 0:00,2100,12,77th Street,1273,1,36,F,B,STREET,201,AA,Adult Arrest,Violent Crimes
SEPULVEDA,34.1939,-118.4662,4/19/2020 0:00,4/18/2020 0:00,2240,9,Van Nuys,911,1,0,M,O,MINI-MART,308,AA,Adult Arrest,Violent Crimes
KENT,34.076,-118.2692,4/19/2020 0:00,4/18/2020 0:00,2300,2,Rampart,216,2,39,M,H,"VEHICLE, PASSENGER/TRUCK",310,IC,Invest Cont,Property Crimes
2400 BOULDER ST,34.0495,-118.2061,4/19/2020 0:00,4/19/2020 0:00,1620,4,Hollenbeck,457,1,17,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,JA,Juv Arrest,Crimes against Public Order
17400 BULLOCK ST,34.1797,-118.5124,4/19/2020 0:00,4/19/2020 0:00,1,10,West Valley,1047,1,29,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Property Crimes
15500 COHASSET ST,34.2066,-118.4706,4/19/2020 0:00,4/19/2020 0:00,1350,9,Van Nuys,901,1,18,M,H,STREET,212,AA,Adult Arrest,Violent Crimes
4700 S CENTRAL AV,34.0008,-118.2565,4/19/2020 0:00,4/19/2020 0:00,200,13,Newton,1364,1,20,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
VINE,34.1034,-118.3325,4/19/2020 0:00,4/19/2020 0:00,1255,6,Hollywood,636,2,58,M,W,SIDEWALK,307,IC,Invest Cont,Violent Crimes
SAN PEDRO ST,34.0322,-118.2544,4/19/2020 0:00,4/19/2020 0:00,1500,13,Newton,1313,1,38,M,H,STREET,312,IC,Invest Cont,Violent Crimes
500 GRAND BL,33.9883,-118.4673,4/19/2020 0:00,4/19/2020 0:00,805,14,Pacific,1431,1,21,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
1100 CARDIFF AV,34.0571,-118.3918,4/19/2020 0:00,4/19/2020 0:00,300,8,West LA,857,1,51,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
800 W 85TH ST,33.9613,-118.2871,4/19/2020 0:00,4/19/2020 0:00,1715,12,77th Street,1267,1,48,F,H,SINGLE FAMILY DWELLING,212,IC,Invest Cont,Violent Crimes
12400 VENICE BL,34.0037,-118.4335,4/19/2020 0:00,4/19/2020 0:00,925,14,Pacific,1445,1,48,M,W,ALLEY,201,IC,Invest Cont,Violent Crimes
1300 W 38TH ST,34.0173,-118.3002,4/19/2020 0:00,4/19/2020 0:00,2246,3,Southwest,376,2,16,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
300 N NEW HAMPSHIRE AV,34.0763,-118.2932,4/19/2020 0:00,4/19/2020 0:00,1730,2,Rampart,221,2,34,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,AO,Adult Other,Crimes against Public Order
8800 AVALON BL,33.9534,-118.2651,4/19/2020 0:00,4/19/2020 0:00,200,18,Southeast,1806,2,37,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
15600 CRESTVIEW LN,34.2819,-118.4714,4/19/2020 0:00,4/19/2020 0:00,1930,17,Devonshire,1709,2,18,M,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
600 S FIGUEROA ST,34.0505,-118.2588,4/19/2020 0:00,4/19/2020 0:00,1300,1,Central,152,2,34,F,W,MTA - RED LINE - 7TH AND METRO CENTER,400,IC,Invest Cont,Violent Crimes
2000 S BEDFORD ST,34.0416,-118.3836,4/19/2020 0:00,4/19/2020 0:00,2145,8,West LA,889,1,25,M,O,STREET,109,IC,Invest Cont,Violent Crimes
1000 S PARK VIEW ST,34.0533,-118.2829,4/19/2020 0:00,4/19/2020 0:00,1000,2,Rampart,271,2,34,M,H,SIDEWALK,400,IC,Invest Cont,Violent Crimes
22700 AVENUE SAN LUIS,34.1648,-118.6213,4/19/2020 0:00,4/19/2020 0:00,1912,21,Topanga,2183,2,30,M,B,SHORT-TERM VACATION RENTAL,400,AO,Adult Other,Violent Crimes
4800 PEONIA RD,34.1542,-118.6109,4/20/2020 0:00,4/18/2020 0:00,1100,21,Topanga,2185,1,84,M,W,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Property Crimes
2300 WALL ST,34.0254,-118.2629,4/20/2020 0:00,4/20/2020 0:00,1100,13,Newton,1322,2,12,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Crimes against Persons
10TH,33.7351,-118.2836,4/20/2020 0:00,4/20/2020 0:00,1730,5,Harbor,566,2,34,F,B,ALLEY,511,AO,Adult Other,Crimes against Public Order
2000 E 97TH ST,33.9482,-118.2366,4/20/2020 0:00,4/20/2020 0:00,1300,18,Southeast,1829,2,51,M,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
OXFORD AV,34.0517,-118.3074,4/20/2020 0:00,4/20/2020 0:00,1230,20,Olympic,2053,2,47,M,H,STREET,511,IC,Invest Cont,Crimes against Public Order
22500 LULL ST,34.2091,-118.6173,4/20/2020 0:00,4/20/2020 0:00,1945,21,Topanga,2113,1,53,M,W,SINGLE FAMILY DWELLING,500,AA,Adult Arrest,Violent Crimes
WHITE OAK,34.221,-118.5186,4/20/2020 0:00,4/20/2020 0:00,230,10,West Valley,1006,2,35,F,W,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
4700 SATURN ST,34.0436,-118.34,4/20/2020 0:00,4/20/2020 0:00,1500,7,Wilshire,775,2,60,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
ROSCOE BL,34.2215,-118.4588,4/20/2020 0:00,4/20/2020 0:00,500,19,Mission,1994,1,37,M,H,SIDEWALK,400,IC,Invest Cont,Property Crimes
98TH ST,33.9473,-118.2652,4/20/2020 0:00,4/20/2020 0:00,1620,18,Southeast,1823,2,25,F,H,SIDEWALK,400,IC,Invest Cont,Violent Crimes
14100 CHANDLER BL,34.1684,-118.44,4/20/2020 0:00,4/20/2020 0:00,1240,9,Van Nuys,955,2,29,F,H,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
3200 GRANADA ST,34.1019,-118.2264,4/20/2020 0:00,4/20/2020 0:00,2114,11,Northeast,1147,2,13,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
4800 W ADAMS BL,34.0336,-118.3441,4/21/2020 0:00,3/10/2020 0:00,1400,3,Southwest,305,2,70,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
5400 HERMITAGE AV,34.1687,-118.4003,4/21/2020 0:00,4/20/2020 0:00,430,15,N Hollywood,1543,1,53,M,W,OTHER RESIDENCE,500,AO,Adult Other,Violent Crimes
STAGG,34.2121,-118.3878,4/21/2020 0:00,4/21/2020 0:00,720,16,Foothill,1684,2,57,M,H,SIDEWALK,400,AO,Adult Other,Violent Crimes
1500 S FAIRFAX AV,34.0497,-118.367,4/21/2020 0:00,4/21/2020 0:00,2325,7,Wilshire,763,2,18,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
GAFFEY,33.7538,-118.2922,4/21/2020 0:00,4/21/2020 0:00,540,5,Harbor,521,1,28,M,W,STREET,500,AA,Adult Arrest,Violent Crimes
1100 E 108TH ST,33.9383,-118.2565,4/21/2020 0:00,4/21/2020 0:00,1220,18,Southeast,1834,1,24,F,B,STREET,400,AA,Adult Arrest,Violent Crimes
2200 WESTWOOD BL,34.0439,-118.4317,4/21/2020 0:00,4/21/2020 0:00,1406,8,West LA,884,1,0,F,X,BANK,504,AA,Adult Arrest,Property Crimes
57TH ST,33.9909,-118.3247,4/21/2020 0:00,4/21/2020 0:00,1430,12,77th Street,1211,1,31,F,B,STREET,400,IC,Invest Cont,Violent Crimes
600 S SAN PEDRO ST,34.0421,-118.2469,4/21/2020 0:00,4/21/2020 0:00,1302,1,Central,166,2,30,M,W,MISSIONS/SHELTERS,400,IC,Invest Cont,Violent Crimes
12700 MOORPARK ST,34.1533,-118.4058,4/21/2020 0:00,4/21/2020 0:00,730,15,N Hollywood,1562,2,55,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
3000 N BROADWAY,34.0737,-118.2104,4/21/2020 0:00,4/21/2020 0:00,1645,4,Hollenbeck,422,2,23,F,H,RESTAURANT/FAST FOOD,500,IC,Invest Cont,Violent Crimes
8300 LOUISE AV,34.2211,-118.5099,4/22/2020 0:00,4/20/2020 0:00,1320,17,Devonshire,1795,1,20,M,H,STREET,500,IC,Invest Cont,Property Crimes
ANN ST,34.0657,-118.232,4/22/2020 0:00,4/21/2020 0:00,1030,1,Central,118,1,38,M,W,STREET,500,AA,Adult Arrest,Property Crimes
11800 PENDLETON ST,34.2276,-118.3955,4/22/2020 0:00,4/22/2020 0:00,1200,16,Foothill,1682,2,62,F,O,SINGLE FAMILY DWELLING,511,AA,Adult Arrest,Crimes against Public Order
WILSHIRE,34.0588,-118.4439,4/22/2020 0:00,4/22/2020 0:00,2340,8,West LA,817,1,36,M,W,SIDEWALK,511,IC,Invest Cont,Crimes against Public Order
